id,timesig
2SiNuAZ6jIU9xhClRKXcST,4
2UU5t5j325ofKGcg7oUQNh,4
2bKTO2M7es2IGg7qYqlvM7,5
2cK20o1IdLmUIC4NoPWzOt,3
2lC5U846P7bQQPPHzOQpDh,3
2u7t2vcrLxKp69Um0MDEs2,3
2vOhKgXKFpej7mv3mOwoF4,3
2vSAIArCi0f9b9Ll612hFK,1
2wWS5DZYc50AzbiXC57vGt,3
3FBXaR512ufrrickKCasRN,4
3FfL0WRdyrEFPlPvmqj2lJ,4
3QkuxlHi5RXa2YBr6S52n3,4
3ROtnqCtqrMbaDkivZyV5n,3
3XxlglpLYkpZIfU1c1C5e4,4
3aynsWyvRwa1r5ekqaWxD3,4
3c8AbdpLH4SSbTHsN71XDN,4
3d8zXYhG3sFx4uL9vv8IRu,4
3f9p4JTCiipdjDtKGZHqP4,3
3fKqEoaJZODF7Xhh7qH4Wv,4
3rcerSJNOkfgB9CELqcRHL,4
41UwGhrmaTNXguHZjRkZbC,3
41sGC22d62AApd4dbiwhfr,4
450NWyAOOQ4cOPrp7ZRp13,4
45QQGQZMPaVxlg0edajDgk,3
45u40aoKGpIanpGW3ZTqMU,4
4CjnVzvSu86vqI5gY8SjPx,4
4FCWuuqM851ACz8p1b41fi,3
4RR5RKLA2vTQxkWrMIeHem,4
4iy1fsAHBgR2STJjPDhjY2,4
4m7uJS9VZlVnUG8oI1o0wx,5
4sAPfFxCxKIF571z6JwL4r,4
4vRhdBugLI9JQGsx3UfrAt,5
4vV7uBcF2AnjNTOejBS5oL,5
4xDAzKsPZg7kMOhsnXHOO7,5
4yfqwU24XlVWLJTaBD3qQW,3
553V3FZf6yTv89rweIPLHs,3
56GdrUlLtRUtcF4afPH40o,4
598LlBn6jpEpVbLjmZPsYV,4
5CHSAhLggPpOYK5mpw8upO,3
5IlNHZg8dNQTT6hCZ0Ax28,3
5P35CyOEQiMqf8Hd6Pty5p,4
5PJCXNLtJSB3XerASHg7eA,4
5WQcloalnv2qA55iMcsxve,4
5ZQdHBQwtS0iKSyRmFg7hB,3
5cIke4L8FPFzxkFlFYrMMD,3
5cUFFY2Atw4QeFitueQCt2,3
5d5gQxHwYovxR5pqETOIAa,4
5kAxzo7Dog9Buovp3xXVO7,4
5wfVO3v2ZiWmQvJuRgJANe,4
5wg1nnx7c2kri8kx5xlCFH,4
63IcPgVIW0PWeJTaIY7GCu,4
69mWzKmxFFwIAJS8nzcCgO,3
6E4t6Sor5rWOLQDCAdI0vN,4
6MD9XSLD4VmVI5SFRPm6By,4
6UrbwimNzaLdtD86mpIKRa,3
6eew1OP57TeUDUMcjYE6A0,3
6qXSeW8iUiHpbgRiqQO3aJ,4
6tl1bsB5SXbsLjOndGiM7Q,5
71uB09gmVxuvPAC58e3Sub,4
71yYnLlqCTFGWt5ngD9ran,5
7C1flDj1663TYWAZEc5koB,1
7Iw8kyznP3k7593uAZ9mWi,4
7LzNrzedyuLV7qh3Q2m1QQ,3
7kFLV07SflDhEmpH2onfVr,1
7mFmbNkbJjrvDMukkza3OF,4
7p94hrYktZStgIu6TCj3cZ,4
7qZgukGp84vuPKrxzM3J4T,4
7svwanLaFaRLh3EwgYy2jl,5
7yWdEDmuqweoRkhZeftRtR,4
2wAfHM7Whz67VFbdanhZlk,4
3eMrYc092k7SIJfWJ7oasR,4
2AZgaYZSwUosJD71J2N2Zo,4
0V1iYWPXCBTaB6dhbiprGF,4
6qRvnXftofjYJm1Mg98UWL,4
6sOKopKyVWwEJKh8zztYp5,4
6XTvSCqGLLH0vzQQRn55hz,4
7lRFR5GJCxK87ZbVMtQSeS,4
1yjck0Owf0HfhY5kWHiXIQ,4
4ejUoPIMggFTVrAyvodqJQ,4
0rUf1j43orpfi6f4LbVo8D,4
2gyqc4p3WoxKsc6zaXF4hM,3
50zXyjVdFb3xAr3hnyYYn1,4
5lpBC66XQzpVDJuknDUuZd,4
1xEEYhWxT4WhDQdxfPCT8D,4
6ktCV1ZtqlnXQeRFQvcXON,4
6N1wS1e5bMOubmVtkDLNrt,4
7GRsQLXMzDHYb8zZAnMCDK,4
3rauXVLOOM5BlxWqUcDpkg,4
5WlMyDvyQedom0kQ3MCTow,4
08XPnovoMlLsFB3LDGq0rX,4
3U6L5KW48YOsksN9Qvlydl,4
5SvyP1ZeJX1jA7AOZD08NA,4
0F5F4GWA0Tz1ebZlLar2wG,4
1UdqHVRFYMZKU2Q7xkLtYc,4
1h0wyCVd12PDSd6CLoGaVL,4
2CStrJiuFeHNS84A3kaT8s,3
3tkC9PMf19ffJlh65EdANg,4
527J3xtyY4MdrpKtWcJNtL,4
0Vl2DO5U6FjgBpzCtBN3OA,4
2ivh0kwd7QIViw6YqDPdBA,4
4ep3h4btBtuxsNeLFVzq5A,4
4t1G1nGmPOms95TB9wz8FF,4
7qxfKQ5qlcunexI4f0qifa,4
0HUCWtOLhJhXwSRn6pvzQC,4
180gKK9WXgetU7EAxhCn7t,4
1mngGai1eXbHcBXuA6Z4jZ,4
1v6v5llnekLbreJYIRfkKc,4
20VPM7ePvpxTQyZFjOiP1g,4
2AYdjRjSm49s6MFZiSlcSX,4
2cmUadaXBixJGY2x87EMOa,4
3GuVFPnSVW036wmwUrXQ9Q,4
3IL7X89mdAJ4ISGrGXi3sB,4
4FINjzgcPjqR2PPpnWrCKF,4
4GOd9yNQrpl6omACRgvCX2,4
4yZ7B7yoMjDMH4oInYA36l,4
5SM5voPROPhpgLuqRpGnNp,4
5WfYFtwzOo8Ne7DA1qhtWl,4
5bfjNeQIU43IJPNY6c56fB,4
5c6hPSOnuiLnTve5b9s7ZS,4
5eXOIVUkW17FqnEoLR2wTX,4
6azxqS9u7eO5DslqJCWMNd,4
02smo7WfO95Ww8MZw06h1p,3
06Q9isDLNDaHJNPa5lM4Cg,4
0QfWOoNZibrxHpzdKWEHBZ,4
0YIo0uq3o867nFkE9I9hf2,4
0fuLzjcUhMW9s6NBsDb22L,4
18NiVMY4Fz6MjnhrX8xFiM,4
1L0puqUCoINHyHjzzWXrHC,4
1h0lfbm5uARsmDAkBikqfz,4
1t2zq9TXj7mlSX8fcKwCbm,4
2DAK09fP0bobALaArOEeCI,4
2GnYkuVM8jQh4sFGGmDfcV,4
2SRy24tTjBERSmb3FHqzdb,1
2gwppa6p7HymxbyxEooUNI,4
2n13QpmPEINmoTLUAlLCd7,4
2nwxT2BLHn5NjQj0wuEXAu,4
2ohtXE5y4GhN0Zxvalubes,4
300WVfsVnOUJM2KXAm9IGS,4
31N4so4BNr6e0Hz2NtmU33,4
377bagPbNQx6K6RKjuUFQ3,4
3DzcB6weYL3L7oRNmsJCaV,4
3MUeRkKpLxxyRFzqMTj1HY,4
3jic1HtQwJwaKnBL4ykuwZ,4
3pcaFPeiPvuLD46XTuVNiF,4
3qByw3YrQnpjMttThvwclS,4
3tlygdsn8Jl6D0XA7RRslx,4
3yJC2QZqAm1i2wSob2Cpyv,4
43WZyNbzOJOnKQStu8if8E,4
46ddI0x8tLiOjDFqb2TQ5R,4
4Bk8r390pyafdSPtWoUKwz,4
4E0HHRQlEdBFhsQHrKWXRR,4
4Ewzp7BFfvcXofZnvrYwFx,4
4PD69KQwh9GccLW2647tTL,4
4Q5I6riVFNV4mJaqSCmB0C,4
4j1w8LCA1MLSnTYxMVXQ63,4
4m1Th0JSQkevDsHiOpoxlQ,4
4qTkOBmwGFamB3V9QEFwDS,4
4ubnmGMXNLgQpj5YKoldMm,4
5CwOaZmAAsFfbQ5qCKS6sn,4
5EFXgEnibXPumWosZtJqkx,4
5EMxMmB4iSzA8jMNgLcTtO,4
5f5zQytojoUSXcJKSJ4hJO,4
5pIiw01BoIPnkQQI1AZHQL,4
5rgmvqVTH38BKIhzEHanMq,4
6JLKiy1LMbmYY8JOM38UR9,4
6TBNeFMHsIarzHz8cz74KA,4
7H5X09Fl9MN0FhICH4TSF6,4
7eKV3eq2hqgAkYaWF3voms,4
0CvmUvqBk83K7aD1FitfXn,4
0GBMsGrBHw8rifEpXZabKx,4
0GkpS6KjxFsNt61hOpB2j9,4
0fdCpczLwvzvAyzCGGOZtX,5
0oqDrehB6TLZNZk7J4sTKA,4
0pfb51HxNzI3bNVjKasaKK,4
1B9DQSfiDWhYZmkqbYyonp,3
1C24gb2rQwSd262BP09DNB,4
